bookID,title,authors,average_rating,isbn13,language,num_pages,ratings_count,text_reviews_count,publisher,publication_year,age
1437,Cliffs Notes on Shakespeare's Hamlet,Carla Lynn Stockton,3.69,9780764586033,English,129,65,6,Cliffs Notes,2000,22
1438,Shakespeare's Hamlet,William Shakespeare/Terri Mategrano,4.02,9780764585685,English,240,102,16,Cliffs Notes,2000,22
1439,Hamlet's Mill: An Essay Investigating the Origins of Human Knowledge and Its Transmission Through Myth,Giorgio De Santillana/Hertha Von Dechend,4.29,9780879232153,English,450,489,57,Nonpareil Books,2015,7
1440,History of the Peloponnesian War: Bk. 1-2,Thucydides/C.F. Smith,4.32,9780674991200,Multiple languages,496,208,7,Harvard University Press,1919,103
1441,On Justice  Power and Human Nature: Selections from The History of the Peloponnesian War,Thucydides/Paul Woodruff,3.72,9780872201682,English,172,610,15,Hackett Publishing Company  Inc.,1993,29
1444,History of the Peloponnesian War: Bk. 5-6,Thucydides/C.F. Smith,4.35,9780674991224,Multiple languages,400,38,0,Harvard University Press,1921,101
1445,The Peloponnesian War,Thucydides/Steven Lattimore,3.9,9780872203945,English,530,154,21,Hackett Publishing Company  Inc.,1998,24
1449,The Peloponnesian War: A New Translation  Backgrounds  Interpretations,Thucydides/Jennifer Tolbert Roberts/Walter Blanco,3.9,9780393971675,English,554,24,4,W. W. Norton & Company,1998,24
1459,History of the Peloponnesian War  Bk. 7-8,Thucydides/C.F. Smith,4.29,9780674991873,English,480,35,0,Harvard University Press,1923,99
1461,Thucydides  Book 6 Commentary,Cynthia W. Shelmerdine,4.5,9780929524351,English,34,2,0,Bryn Mawr Commentaries,1989,33
1462,Euripides I: Alcestis / The Medea / The Heracleidae / Hippolytus,Euripides/Richmond Lattimore/David Grene/Rex Warner/Ralph Gladstone,4.03,9780226307800,English,221,4483,56,University of Chicago Press,1955,67
1463,Euripides V: Electra / The Phoenician Women / The Bacchae,Euripides/David Grene/Richmond Lattimore/Emily Townsend Vermeule/Elizabeth Wyckoff/William Arrowsmith,4.21,9780226307848,English,228,3334,46,University of Chicago Press,1969,53
1465,Euripides IV: Rhesus / The Suppliant Women / Orestes / Iphigenia in Aulis,Euripides/David Grene/Richmond Lattimore/William Arrowsmith/Frank William Jones/Charles R. Walker,4.21,9780226307831,English,307,560,8,University of Chicago Press,1968,54
1466,Grief Lessons: Four Plays by Euripides,Anne Carson/Euripides,4.4,9781590171806,English,312,679,85,New York Review of Books,2006,16
1467,Ten Plays,Euripides/Moses Hadas/John Maclean,4.17,9780553213638,English,432,1464,21,Bantam Classics,1990,32
1468,Euripides III: Hecuba / Andromache / The Trojan Women / Ion (Complete Greek Tragedies  #7),Euripides/David Grene/Richmond Lattimore/William Arrowsmith/John Frederick Nims/Ronald Frederick Willetts,4.0,9780226307824,English,255,541,15,University of Chicago Press,1992,30
1470,Euripides II: The Cyclops / Heracles / Iphigenia in Tauris / Helen,Euripides/David Grene/Richmond Lattimore/Witter Bynner/William Arrowsmith,4.31,9780226307817,English,264,790,12,University of Chicago Press,2002,20
1473,Medea and Other Plays,Euripides/John Davie/Richard Rutherford,4.03,9780140449297,English,206,9197,120,Penguin Books,2003,19
1474,Cyclops / Alcestis / Medea,Euripides/David Kovacs,4.23,9780674995604,Multiple languages,432,61,4,Loeb Classical Library,1994,28
1475,Medea,Euripides/Donald J. Mastronarde,3.87,9780521643863,Ancient Greek,431,201,9,Cambridge University Press,2002,20
1476,The Bacchae and Other Plays,Euripides/John Davie/Richard Rutherford,4.14,9780140447262,English,360,164,8,Penguin Classics,2006,16
1479,Bakkhai,Euripides/Reginald Gibbons/Peter H. Burian,3.88,9780195125986,English,160,154,13,Oxford University Press  USA,2001,21
1480,Plays 1: Medea/The Phoenician Women/Bacchae,Euripides/David Thompson/J. Michael Walton,3.78,9780413752802,English,192,9,0,Bloomsbury Methuen Drama,2000,22
1486,The Trojan Women and Hippolytus,Euripides,3.63,9780486424620,English,64,34,4,Dover Publications,2002,20
1488,The Bacchae of Euripides: A Communion Rite,Wole Soyinka,3.86,9780393325836,English,128,116,6,W. W. Norton  Company,2004,18
1489,Orestes and Other Plays,Euripides/James Morwood/Robin Waterfield,4.1,9780192832603,English,282,158,2,Oxford University Press,2001,21
1491,Children of Heracles / Hippolytus / Andromache / Hecuba,Euripides/David Kovacs,4.26,9780674995338,Multiple languages,528,27,5,Loeb Classical Library,1995,27
1494,Alcestis,Euripides/William Arrowsmith,3.83,9780195061666,English,142,1950,95,Oxford University Press  USA,1990,32
1495,Suppliant Women / Electra / Heracles,Euripides/David Kovacs,4.47,9780674995666,Multiple languages,464,30,4,Loeb Classical Library,1998,24
1499,Medea,Euripides/Georgia Ann Machemer/Michael   Collier,3.87,9780195145663,English,116,367,35,Oxford University Press  USA,2006,16
1504,Euripides: Medea,William Allan,4.04,9780715631874,English,160,23,1,Bristol Classical Press,2002,20
1506,CliffsNotes on Euripides' Medea and Electra,Robert J. Milch,4.2,9780822004240,English,69,5,0,Cliffs Notes,1965,57
1509,Trojan Women / Iphigenia Among the Taurians / Ion,Euripides/David Kovacs,4.03,9780674995741,Multiple languages,528,29,2,Loeb Classical Library,1999,23
1510,Helen / Phoenician Women / Orestes,Euripides/David Kovacs,4.07,9780674996007,Multiple languages,605,25,3,Loeb Classical Library,2002,20
1511,Euripides: Iphigenia at Aulis (Companions to Greek & Roman Tragedy),Euripides/Pantelis Michelakis,4.03,9780715629949,English,144,12,1,Bristol Classical Press,2006,16
1515,The Complete Greek Tragedies  Volume 3: Euripides,Euripides/David Grene/Richmond Lattimore,4.43,9780226307664,English,672,46,7,University of Chicago Press,1992,30
1516,Aeschylus I: Oresteia (Agamemnon  The Libation Bearers  The Eumenides),Aeschylus/David Grene/Richmond Lattimore,4.02,9780226307787,English,171,712,53,University of Chicago Press,1969,53
1517,Aeschylus II: The Suppliant Maidens  The Persians  Seven against Thebes  and Prometheus Bound (The Complete Greek Tragedies),Aeschylus/David Grene/Richmond Lattimore/Seth Benardete,4.1,9780226307947,English,188,389,26,University of Chicago Press,1992,30
1518,The Oresteia,Aeschylus/Alan Shapiro/Peter H. Burian,4.02,9780195135923,English,304,77,7,Oxford University Press  USA,2004,18
1519,The Oresteia: Agamemnon  The Libation Bearers  The Eumenides,Aeschylus/Robert Fagles/William Bedell Stanford,4.02,9780140443332,English,335,28726,591,Penguin Classics,1984,38
1521,Oresteia,Aeschylus/Peter Meineck/Helene P. Foley,4.02,9780872203907,English,224,303,21,Hackett Publishing Company  Inc.,1998,24
1523,Prometheus Bound and Other Plays,Aeschylus/Philip Vellacott,4.1,9780140441123,English,160,4303,62,Penguin Books,1961,61
1525,The Oresteia,Aeschylus/Ted Hughes,4.02,9780374527051,English,208,215,25,Farrar  Straus and Giroux,2004,18
1526,Aeschylus  1: The Oresteia: Agamemnon/The Libation Bearers/The Eumenides,Aeschylus/David R. Slavitt/Smith Palmer Bovie,4.02,9780812216271,English,178,12,3,University of Pennsylvania Press,1997,25
1527,The Complete Greek Tragedies  Volume 1: Aeschylus,Aeschylus/Richmond Lattimore/David Grene,4.1,9780226307640,English,358,74,7,University of Chicago Press,1992,30
1529,Aeschylus: The Oresteia (A Student Guide: Landmarks of World Literature),Simon Goldhill,4.03,9780521539814,English,95,31,3,Cambridge University Press,2004,18
1530,The Oresteia: Agamemnon  Choephoroe & Eumenides (Everyman's Library  No. 260),Aeschylus/George Thomson/Richard Seaford,4.02,9781400041923,English,127,63,8,Everyman's Library,2004,18
1531,Aeschylus 2: The Persians/Seven Against Thebes/The Suppliants/Prometheus Bound,Aeschylus/David R. Slavitt/Smith Palmer Bovie,4.1,9780812216714,English,232,12,2,University of Pennsylvania Press,1998,24
1532,The Oresteia Trilogy: Agamemnon/The Libation-Bearers/The Furies,Aeschylus/E.D.A. Morshead,4.02,9780486292427,English,151,89,8,Dover Publications,1996,26
1533,The Suppliant Maidens/The Persians/Seven against Thebes/Prometheus Bound,Aeschylus/E.D.A. Morshead,4.1,9781419150012,English,208,1,0,Kessinger Publishing,2004,18
1536,Sophocles II: Ajax/Women of Trachis/Electra/Philoctetes (Complete Greek Tragedies 4),Sophocles/David Grene/Richmond Lattimore/John Moore/Michael Jameson,4.14,9780226307862,English,254,5032,36,University of Chicago Press,1969,53
1537,The Oedipus Plays of Sophocles: Oedipus the King; Oedipus at Colonus; Antigone,Sophocles/Paul Roche,3.97,9780452011670,English,288,553,46,Plume,1996,26
1538,The Complete Plays,Sophocles/Paul Roche,4.27,9780451527844,English,420,2883,40,New American Library,2001,21
1540,The Oedipus Cycle: Oedipus Rex  Oedipus at Colonus  Antigone,Sophocles/Robert Fitzgerald/Dudley Fitts,3.97,9780156027649,English,259,45589,726,Mariner Books,2002,20
1542,The Three Theban Plays: Antigone  Oedipus the King  Oedipus at Colonus,Sophocles/Robert Fagles/Bernard Knox,3.97,9780140444254,English,430,2979,288,Penguin Books,2000,22
1546,Theban Plays,Sophocles/Peter Meineck/Paul Woodruff,3.97,9780872205857,English,304,109,7,Hackett Publishing Company  Inc.,2003,19
1547,The Theban Plays (Everyman's Library  #93),Sophocles/David Grene/Charles Segal,3.97,9780679431329,English,223,52,3,Alfred A. Knopf,1994,28
1548,Electra and Other Plays,Sophocles/E.F. Watling,4.14,9780140440287,English,218,135,9,Penguin,1953,69
1549,Antigone; Oedipus the Kingn; Electra,Sophocles/Edith Hall/H.D.F. Kitto,3.94,9780192835888,English,178,13358,199,Oxford University Press,1998,24
1554,Oedipus Rex  (The Theban Plays  #1),Sophocles/J.E. Thomas,3.7,9781580495936,English,75,141555,1776,Prestwick House - (Literary Touchstone Classic),2006,16
1555,The Oedipus Plays of Sophocles,Sophocles/Paul Roche,3.97,9780451621603,English,390,8,1,Signet Books (NY),1958,64
1558,Oedipus Rex (Greek and Latin Classics),Sophocles/Roger D. Dawe,3.7,9780521617352,Ancient Greek,214,218,1,Cambridge University Press,2006,16
1559,Oedipus the King,Sophocles/Bernard Knox/Cynthia Brantley Johnson,3.7,9781416500339,English,144,740,57,Simon  Schuster,2005,17
1560,Four Plays: The Clouds/The Birds/Lysistrata/The Frogs,Aristophanes/William Arrowsmith/Richmond Lattimore/Douglass Parker,4.06,9780452007178,English,624,6086,79,Plume,1984,38
1561,Three Plays by Aristophanes: Lysistrata/Women at the Thesmophoria/Assemblywomen,Aristophanes/Jeffrey Henderson,3.94,9780415907446,English,256,96,8,Routledge,1996,26
1562,The Complete Plays,Aristophanes/Moses Hadas,4.21,9780553213430,English,577,1998,33,Bantam Classics,1984,38
1563,Aristophanes 1: The Acharnians/Peace/Celebrating Ladies/Wealth,Aristophanes/David R. Slavitt,3.83,9780812234565,English,336,4,0,University of Pennsylvania Press,1998,24
1566,Clouds/Wasps/Birds (Aristophanes 1),Aristophanes/Peter Meineck,3.77,9780872203617,English,480,1,0,Hackett Publishing Company  Inc.,1998,24
1567,Lysistrata and Other Plays,Aristophanes/Alan H. Sommerstein,3.95,9780140448146,English,241,3833,120,Penguin Classics,2003,19
1568,Acharnians,Aristophanes/Jeffrey Henderson,3.42,9781585100873,English,96,23,1,Focus Publishing/R. Pullins Company,2003,19
1571,Clouds,Aristophanes/Kenneth James Dover,3.75,9780199120093,English,254,13,2,Oxford University Press  USA,1969,53
1572,Clouds/Wasps/Peace,Aristophanes/Jeffrey Henderson,4.07,9780674995376,Ancient Greek,624,69,10,Loeb Classical Library/Harvard University Press,1998,24
1576,Three Plays: The Wasps / The Poet and the Women / The Frogs,Aristophanes/David B. Barrett,3.94,9780140441529,English,224,391,27,Penguin Books,1964,58
1577,Four Comedies: Lysistrata / The Frogs / The Birds / Ladies' Day,Aristophanes/Dudley Fitts,4.03,9780156027656,English,400,14,2,Harcourt,2003,19
1579,Frogs/Assemblywomen/Wealth (Loeb Classical Library 180),Aristophanes/Jeffrey Henderson,4.21,9780674995963,Ancient Greek,608,58,4,Harvard University Press,2002,20
1584,Cliffs Notes on Aristophanes' Lysistrata  The Birds  The Clouds  The Frogs,W. John Campbell,2.8,49086007763,English,80,5,0,Cliffs Notes,1983,39
1585,Aristophanes and Athens: An Introduction to the Plays,Douglas M. MacDowell,4.07,9780198721598,English,376,14,3,Oxford University Press,1995,27
1586,Lysistrata,Aristophanes/Douglass Parker,3.85,9780451616227,English,98,19,2,Signet,1970,52
1590,Peace,Aristophanes/S. Douglas Olson,3.6,9780198140818,English,408,262,13,Oxford University Press  USA,1999,23
1591,Lysistrata,Aristophanes/Sarah Ruden,3.85,9780872206038,English,132,30604,552,Hackett Publishing Company  Inc.,2003,19
1592,The Knights / Peace / The Birds / The Assembly Women / Wealth,Aristophanes/Alan H. Sommerstein/David B. Barrett/David Brett,3.69,9780140443325,English,335,42,1,Penguin Classics,1978,44
1595,Genres in Dialogue: Plato and the Construct of Philosophy,Andrea Wilson Nightingale,4.33,9780521774338,English,238,5,2,Cambridge University Press,2000,22
1618,The Curious Incident of the Dog in the Night-Time,Mark Haddon,3.88,9781400032716,English,226,1054308,35537,Vintage,2004,18
1620,The Night Gardener,George Pelecanos,3.64,9780316156509,English,372,4067,357,Little Brown and Company,2006,16
1625,Twelfth Night,William Shakespeare,3.98,9780743482776,English,272,138101,2513,Simon Schuster,2004,18
1627,Brokeback Mountain,Annie Proulx,3.94,9780743271325,English,55,24985,1751,Scribner,2005,17
1633,Getting Things Done: The Art of Stress-Free Productivity,David    Allen,3.99,9780142000281,English,267,105507,3838,Penguin Books,2002,20
1634,Getting Things Done When You Are Not in Charge,Geoffrey M. Bellman,3.46,9781576751725,English,176,75,12,Berrett-Koehler Publishers,2001,21
1642,Formas breves,Ricardo Piglia,4.17,9788433924636,Spanish,144,240,30,Anagrama,2001,21
1643,El último lector,Ricardo Piglia,4.14,9788433968777,Spanish,209,331,24,Anagrama,2009,13
1645,Money to Burn,Ricardo Piglia/Amanda Hopkinson,3.76,9781862076655,English,209,69,12,Granta UK,2004,18
1646,Respiración artificial,Ricardo Piglia,3.96,9788433924711,Spanish,218,1279,77,Anagrama,2008,14
1654,Plata quemada,Ricardo Piglia,3.76,9788433924629,Spanish,227,1098,65,Anagrama,2005,17
1658,American Government: Continuity and Change  Alternate Edition,Karen  O'Connor/Larry J. Sabato,2.83,9780321317100,English,664,0,0,Longman Publishing Group,2005,17
1664,Essentials of American and Texas Government: Continuity and Change,Karen  O'Connor/Larry J. Sabato,3.5,9780321365200,English,854,0,0,Longman Publishing Group,2005,17
1667,El túnel,Ernesto Sabato,4.05,9788432216428,Spanish,159,453,60,Seix Barral,2003,19
1681,The Confessions (Works of Saint Augustine 1),Augustine of Hippo/John E. Rotelle/Maria Boulding,3.92,9781565480841,English,416,142,24,New City Press,2002,20
1684,The City of God,Augustine of Hippo/Thomas Merton/Marcus Dods,3.92,9780679783190,English,905,104,16,Random House,2000,22
1685,The Enchiridion on Faith Hope and Love (Augustine Series 1),Augustine of Hippo/Bruce Harbert/John E. Rotelle,4.04,9781565481244,English,144,271,21,New City Press,1999,23
1686,Augustine of Hippo: A Biography,Peter R.L. Brown,4.27,9780520227576,English,576,1643,97,University of California Press,2000,22
1693,On Christian Doctrine,Augustine of Hippo/D.W. Robertson Jr.,4.03,9780024021502,English,191,2335,67,Library of Liberal Arts/Bobb-Merrill (Indianapolis  IN),1958,64
1698,Confessions  Books 1-13,Augustine of Hippo/Peter R.L. Brown/Frank Sheed,3.92,9780872201866,English,296,84,8,Hackett Publ. Co Inc,1993,29
1702,Saint Augustine,Garry Wills,3.55,9780143035985,English,176,259,30,Penguin Books,2005,17
1703,Augustine: A Very Short Introduction,Henry Chadwick,3.71,9780192854520,English,144,236,33,Oxford University Press  USA,2001,21
1707,On Genesis/A Refutation of the Manichees/The Unfinished Literal Meaning of Genesis (Works of St Augustine 1),Augustine of Hippo/Boniface Ramsey/Edmund Hill,3.94,9781565482012,English,540,29,3,New City Press,2004,18
1709,Kitchen Confidential: Adventures in the Culinary Underbelly,Anthony Bourdain,4.07,9780060934910,English,302,2488,266,Ecco Press,2001,21
1710,Confesiones de un chef,Anthony Bourdain,4.07,9788466308953,Spanish,478,11,0,Santillana USA Publishing Company,2003,19
1713,The Metamorphoses of Ovid,Ovid/Allen Mandelbaum,4.05,9780156001267,English,559,710,64,Harcourt Brace,1995,27
1715,Metamorphoses,Ovid/David Raeburn/Denis Feeney,4.05,9780140447897,English,723,48223,764,Penguin,2004,18
1718,Metamorphoses,Ovid/Bernard Knox/Charles    Martin,4.05,9780393058109,English,624,30,8,W. W. Norton  Company,2003,19
1720,Ovid's Metamorphoses: Books 1-5,Ovid/William Scovil Anderson,4.27,9780806128948,English,584,229,16,University of Oklahoma Press,1998,24
1721,Ovid’s Metamorphoses: Books 6-10,Ovid/William Scovil Anderson,4.32,9780806114569,English,560,32,3,University of Oklahoma Press,1978,44
1722,Latin Via Ovid: A First Course,Norma Goldman/Jacob E. Nyenhuis,4.36,9780814317327,English,524,78,8,Wayne State University Press,1982,40
1725,The Art of Love and Other Poems,Ovid/J.H. Mozley/G.P. Goold,4.02,9780674992559,English,400,98,5,Harvard University Press,1929,93
1728,The Poems of Exile: Tristia and the Black Sea Letters,Ovid/Peter Green,4.12,9780520242609,English,451,432,14,University of California Press,2005,17
1729,Metamorphoses: Volume 2  Books IX-XV,Ovid/Frank Justus Miller,4.52,9780674990470,English,499,61,4,Harvard University Press,1985,37
1730,Metamorphoses: Volume I  Books I-VIII,Ovid/Frank Justus Miller,4.42,9780674990463,English,496,813,14,Harvard University Press,1977,45
1731,Practice! Practice!: A Latin Via Ovid Workbook,Norma Goldman/Michael  Rossi,4.08,9780814326114,English,152,12,0,Wayne State University Press,1995,27
1744,Tibullus: A Commentary,Michael C.J. Putnam,3.71,9780806115603,English,222,7,1,University of Oklahoma Press,1979,43
1750,Dionysiac Poetics and Euripides' Bacchae,Charles Segal,4.62,9780691015972,English,440,12,0,Princeton University Press,1997,25
1752,Antigone,Sophocles/Reginald Gibbons/Charles Segal,3.64,9780195143102,English,197,36,5,Oxford University Press,2007,15
1761,Antigone,Sophocles/Reginald Gibbons/Charles Segal,3.64,9780195143737,English,208,264,14,Oxford University Press  USA,2003,19
1771,Object-Oriented Programming in C++,Richard Johnsonbaugh/Martin Kalin,4.07,9780130158857,English,640,14,0,Prentice Hall,1999,23
1796,The Iliad,Homer/Robert Fitzgerald,3.86,9781857150605,English,594,30,2,Everyman,1992,30
1800,Love  Sex & Tragedy: How the Ancient World Shapes Our Lives,Simon Goldhill,3.79,9780226301198,English,345,122,16,University of Chicago Press,2005,17
1801,Reading Greek Tragedy,Simon Goldhill,4.12,9780521315791,English,302,32,3,Cambridge University Press,1986,36
1804,Who Needs Greek? Contests in the Cultural History of Hellenism,Simon Goldhill,3.4,9780521011761,English,334,10,1,Cambridge University Press,2002,20
1805,Foucault's Virginity: Ancient Erotic Fiction & the History of Sexuality (Stanford Memorial Lecture),Simon Goldhill,3.73,9780521479349,English,212,10,0,Cambridge University Press,1995,27
1814,2012: The Return of Quetzalcoatl,Daniel Pinchbeck,3.42,9781585424832,English,408,1416,217,Tarcher,2006,16
1815,Breaking Open the Head: A Psychedelic Journey Into the Heart of Contemporary Shamanism,Daniel Pinchbeck/Lee Fukui,4.06,9780767907439,English,336,2799,166,Three Rivers Press (CA),2003,19
1823,Them: Adventures with Extremists,Jon Ronson,3.95,9780743233217,English,336,11990,831,Simon  Schuster,2003,19
1824,The Men Who Stare at Goats,Jon Ronson,3.61,9780743270601,English,259,10679,899,Simon  Schuster,2006,16
1839,Guns  Germs and Steel: The Fates of Human Societies,Jared Diamond,4.03,9780393061314,English,518,4356,404,W.W. Norton,2005,17
1843,Caught Inside: A Surfer's Year on the California Coast,Daniel Duane,3.87,9780865475090,English,256,633,60,North Point Press,1997,25
1845,Into the Wild,Jon Krakauer,3.98,9780385486804,English,207,800349,18198,Anchor Books,1997,25
1846,Wild at Heart: Discovering the Secret of a Man's Soul,John Eldredge,3.92,9780785268833,English,256,55106,1503,Thomas Nelson,2001,21
1848,Wild Swans: Three Daughters of China,Jung Chang,4.26,9780743246989,English,562,73572,4280,Simon  Schuster,2003,19
1849,Wild Fire (John Corey  #4),Nelson DeMille,4.01,9780446579674,English,519,20909,944,Warner Books (NY),2006,16
1850,Born to Be Wild,Catherine Coulter,3.78,9780515142396,English,354,2456,115,Jove,2006,16
1852,The Call of the Wild,Jack London/Avi,3.86,9780439227148,English,172,274649,7203,Scholastic,2001,21
1853,Wild About Books,Judy Sierra/Marc Brown,4.17,9780375825385,English,40,4541,378,Alfred A. Knopf Books for Young Readers,2004,18
1856,In Web Design for Libraries,Charles P. Rubenstein,2.67,9781591583660,English,196,9,2,Libraries Unlimited,2006,16
1869,Nickel and Dimed: On (Not) Getting by in America,Barbara Ehrenreich,3.63,9780805063899,English,240,168362,5762,Owl Books (Henry Holt),2002,20
1877,The History of Sexuality 1: An Introduction,Michel Foucault/Robert Hurley,4.04,9780394417752,English,168,15,3,Pantheon Books (NY),1978,44
1879,The History of Sexuality  Volume 1: The Will to Knowledge,Michel Foucault/Robert Hurley,4.04,9780140268683,English,168,313,27,Penguin,1998,24
1883,The History of Sexuality  Volume 2: The Use of Pleasure,Michel Foucault/Robert Hurley,4.08,9780140137347,English,304,51,2,Penguin,1998,24
1887,The Making of Pride and Prejudice,Sue Birtwistle/Sue Conklin/Susie Conklin,4.45,9780140251579,English,128,4244,99,Penguin Books Ltd,1995,27
1888,Pride and Prejudice,Jane Austen,4.26,9780192802385,English,333,2399,253,Oxford University Press,2004,18
1889,Pride & Prejudice,Jane Austen/Vivien Jones,4.26,9780143036234,English,392,1821,210,Penguin Books,2005,17
1891,Pride and Prejudice,Jane Austen/George Saintsbury/Hugh  Thomson,4.26,9780486440910,English,476,1146,166,Dover Publications,2005,17
1893,Pride and Prejudice,Jane Austen/Carol Howard,4.26,9781593083243,English,392,1628,171,Barnes  Noble Classics,2004,18
1894,Under the Banner of Heaven: A Story of Violent Faith,Jon Krakauer,4.0,9781400032808,English,399,7481,1022,Anchor Books,2003,19
1896,Iceland: Land of the Sagas,David  Roberts/Jon Krakauer,3.71,9780375752674,English,160,330,40,Villard,1998,24
1898,Into Thin Air: A Personal Account of the Mount Everest Disaster,Jon Krakauer,4.17,9780385494786,English,368,351406,11701,Anchor Books,1999,23
1902,In the Land of White Death: An Epic Story of Survival in the Siberian Arctic,Valerian Albanov/Jon Krakauer/David  Roberts/Alison Anderson/Валериан Альбанов,4.01,9780679783619,English,288,1910,136,Modern Library,2001,21
1911,The World Is Flat: A Brief History of the Twenty-first Century,Thomas L. Friedman,3.68,9780374292799,English,616,87570,2800,Farrar  Straus and Giroux (NY),2006,16
1914,La Tierra es plana: Breve historia del mundo globalizado del siglo XXI,Thomas L. Friedman,3.68,9788427032224,Spanish,495,38,0,Planeta Publishing,2006,16
1925,The Avalanche Handbook,David McClung/Peter Schaerer,4.07,9780898868098,English,342,43,1,Mountaineers Books,2006,16
1931,Avalanche,Arthur J. Roth,3.65,9780590422673,English,144,273,36,Scholastic,1989,33
1934,Little Women,Louisa May Alcott,4.07,9780451529305,English,449,1479727,18458,Signet Classics,2004,18
1935,Little Women (Little Women  #1),Louisa May Alcott/Scott McKowen,4.07,9781402714580,English,536,1395,131,Sterling,2004,18
1936,Little Women,Louisa May Alcott/Paula Danziger,4.07,9780439101363,English,562,462,45,Scholastic Paperbacks,2000,22
1937,Little Women,Louisa May Alcott/Jessie Willcox Smith/Frank T. Merrill,4.07,9780517221167,English,389,166,9,Gramercy Books,2002,20
1947,Little Women,Louisa May Alcott,4.07,9781904633273,English,327,83,9,Collector's Library,2004,18
1955,A Tale of Two Cities,Charles Dickens/Keith Cox/Cynthia Brantley Johnson,3.84,9780743487603,English,496,131,28,Simon  Schuster,2004,18
1957,A Tale of Two Cities,Charles Dickens/Gillen D'Arcy Wood,3.84,9781593081386,English,409,1343,183,Barnes & Noble Classics,2004,18
1958,A Tale of Two Cities: Charles Dickens,SparkNotes,4.0,9781586633523,English,96,10,1,Spark Publishing,2002,20
1959,A Tale of Two Cities,Charles Dickens/Gillen D'Arcy Wood,3.84,9781593080556,English,429,730,88,Barnes  Noble Classics,2003,19
1960,A Tale of Two Cities,Charles Dickens/Simon Schama,3.84,9781857151435,English,432,39,9,Everyman's Library,1993,29
1972,Den of Thieves,James B. Stewart,4.16,9780671792275,English,592,9718,216,Simon  Schuster,1992,30
1976,Den of Thieves (Cat Royal  #3),Julia Golding,4.21,9781405228183,English,416,1432,61,Egmont Books Ltd,2007,15
1982,Charles Dickens: Four Novels:  Great Expectations  Hard Times  A Christmas Carol  and A Tale of Two Cities,Charles Dickens,4.3,9780517093399,English,848,32,2,Gramercy,1993,29
1984,Bleak House,Charles Dickens/Mary Gaitskill/Hablot Knight Browne,4.01,9780375760051,English,887,1235,146,Modern Library,2002,20
1985,David Copperfield,Charles Dickens/Gish Jen,3.99,9780451530042,English,928,355,17,Signet,2006,16
1987,What Jane Austen Ate and Charles Dickens Knew: From Fox Hunting to Whist—the Facts of Daily Life in 19th-Century England,Daniel Pool,3.85,9780671882365,English,416,4873,501,Touchstone,1994,28
1988,Charles Dickens,Jane Smiley,3.82,9780670030774,English,224,552,81,Viking,2002,20
1990,Martin Chuzzlewit,Charles Dickens/Patricia Ingham/Hablot Knight Browne,3.83,9780140436143,English,830,13212,394,Penguin Classics,1999,23
1991,Why Is Sex Fun? The Evolution of Human Sexuality (Science Masters),Jared Diamond,3.71,9780465031269,English,176,4532,278,Basic Books,1998,24
1993,The Third Chimpanzee: The Evolution & Future of the Human Animal,Jared Diamond,4.06,9780060183073,English,407,59,1,HarperCollins Publishers,1992,30
1999,J.K.Rowling,Colleen Sexton,3.84,9780822533894,English,112,127,10,Lerner Publications,2005,17
2002,Harry Potter Schoolbooks Box Set: Two Classic Books from the Library of Hogwarts School of Witchcraft and Wizardry,J.K. Rowling,4.4,9780439321624,English,240,11515,139,Arthur A. Levine,2001,21
2004,J.K. Rowling's Harry Potter Novels: A Reader's Guide,Philip Nel,3.58,9780826452320,English,96,78,9,Bloomsbury Academic,2001,21
2005,Harry Potter and the Half-Blood Prince (Harry Potter  #6),J.K. Rowling,4.57,9780747584667,English,768,1213,78,Bloomsbury Publishing,2006,16
2010,The Santaroga Barrier,Frank Herbert,3.66,9780765342515,English,256,1625,85,Tor Books,2002,20
2011,The Dosadi Experiment (ConSentiency Universe  #2),Frank Herbert,3.81,9780765342539,English,320,6146,150,Tor Books,2002,20
2015,The Eyes of Heisenberg,Frank Herbert,3.43,9780765342522,English,192,1485,76,Tor Books,2002,20
2019,The Birds (Methuen Drama),Sean O'Brien,2.67,9780413772787,English,96,3,1,Bloomsbury Methuen Drama,2002,20
2022,The Frogs,Aristophanes/B.B. Rogers,3.8,9781420926712,English,88,3,1,Digireads.com,2005,17
2025,Lysistrata,Aristophanes/Jeffrey Henderson,3.85,9780198144960,English,320,76,6,OUP Oxford,1990,32
2026,"Myths of the Underworld Journey: Plato  Aristophanes  and the ""Orphic"" Gold Tablets",Radcliffe G. Edmonds III,3.75,9780521834346,English,276,3,0,Cambridge University Press,2004,18
2028,Assembly of Women (Literary Classics),Aristophanes/Robert Mayhew,3.77,9781573921336,English,124,56,4,Prometheus Books,1997,25
2034,Comoediae 1: Acharenses/Equites/Nubes/Vespae/Pax/Aves,Aristophanes/F.W. Hall/W.M. Geldart,5.0,9780198145042,Ancient Greek,364,0,0,Oxford University Press  USA,1922,100
2043,Aristophanes and His Theatre of the Absurd,Paul Anthony Cartledge,3.86,9781853991141,English,127,7,1,Bristol Classical Press,1991,31
2049,The High Window (Philip Marlowe  #3),Raymond Chandler,4.08,9780394758268,English,265,13233,570,Vintage Crime/Black Lizard,1992,30
2051,The Simple Art of Murder,Raymond Chandler,4.16,9780394757650,English,384,4952,162,Vintage Crime/Black Lizard,1988,34
